Number;Property;Title;Value;Format;State;Id;
130;7705031674-Resultsofthebidding;(Архив) Итоги проведения торгов на право заключения договоров по аренде объектов недвижимости;https://data.mos.ru/apiproxy/opendata/7705031674-itogi-provedeniya-torgov-na-pravo-zaklyucheniya-dogovorov-po-arende-obektov-nedvijimosti/meta.csv;csv;Архивный;1108;
131;7710145589-approvedprojectplanningarea;Реестр утверждённых проектов планировки территорий;https://data.mos.ru/apiproxy/opendata/7710145589-reestr-utverjdennyh-proektov-planirovki-territoriy/meta.csv;csv;Активный;1191;
132;7725570674-Veterinary;Ветеринарные учреждения;https://data.mos.ru/apiproxy/opendata/7725570674-veterinarnye-uchrejdeniya/meta.csv;csv;Активный;1193;
133;7710152113-totalrevenuesnumber52;(Архив) Прогнозируемый общий объем доходов бюджета города Москвы на 2013 года и плановый период 2014 и 2015 годов в соответствии с законом о внесении изменений в закон о бюджете города Москвы от 02.10.2013 г. № 52;https://data.mos.ru/apiproxy/opendata/7710152113-prognoziruemiy-obshchiy-obem-dohodov-byudjeta-goroda-moskvy-na-2013-goda-i-planoviy-period-2014-i-2015-godov-v-sootvetstvii-s-zakonom-o-vnesenii-izmeneniy-v-zakon-o-byudjete-goroda-moskvy-ot-02102013-g-52/meta.csv;csv;Архивный;1204;
134;7710071979-auctionland;Земельные участки, выставляемые на торги, в разрезе этапов прохождения торгов;https://data.mos.ru/apiproxy/opendata/7710071979-zemelnye-uchastki-vystavlyaemye-na-torgi-v-razreze-etapov-prohojdeniya-torgov/meta.csv;csv;Активный;1106;
135;7710152113-budgetdeficitnumber52;(Архив) Источники финансирования дефицита бюджета города Москвы на 2013 года и плановый период 2014 и 2015 годов в соответствии с законом о внесении изменений в закон о бюджете города Москвы от 02.10.2013 г. № 52;https://data.mos.ru/apiproxy/opendata/7710152113-istochniki-finansirovaniya-defitsita-byudjeta-goroda-moskvy-na-2013-goda-i-planoviy-period-2014-i-2015-godov-v-sootvetstvii-s-zakonom-o-vnesenii-izmeneniy-v-zakon-o-byudjete-goroda-moskvy-ot-02102013-g-52/meta.csv;csv;Архивный;1207;
136;7710152113-Budgetexpenditures59;(Архив) Расходы бюджета города Москвы по финансовому обеспечению государственных программ, подпрограмм города Москвы на 2013 года и плановый период 2014 и 2015 годов в соответствии с законом о бюджете города Москвы от 21.11.2012 г. № 59;https://data.mos.ru/apiproxy/opendata/7710152113-rashody-byudjeta-goroda-moskvy-po-finansovomu-obespecheniyu-gosudarstvennyh-programm-podprogramm-goroda-moskvy-na-2013-goda-i-planoviy-period-2014-i-2015-godov-v-sootvetstvii-s-zakonom-o-byudjete-goroda-moskvy-ot-21112012-g-59/meta.csv;csv;Архивный;1202;
137;7710878000-novogodniemeropriyatiya;(Архив) Новогодние мероприятия;https://data.mos.ru/apiproxy/opendata/7710878000-novogodnie-meropriyatiya/meta.csv;csv;Архивный;2126;
138;7708308010-Pedestrianareas;Пешеходные зоны;https://data.mos.ru/apiproxy/opendata/7708308010-peshehodnye-zony/meta.csv;csv;Активный;920;
139;7708308010-icerinks;(Архив) Открытые ледовые катки;https://data.mos.ru/apiproxy/opendata/7708308010-otkrytye-ledovye-katki/meta.csv;csv;Архивный;1231;
140;7708308010-Icefieldindoor;Ледовые поля (крытые);https://data.mos.ru/apiproxy/opendata/7708308010-ledovye-polya-krytye/meta.csv;csv;Активный;1232;
141;7707089084-medicalemergency;Скорая и неотложная медицинская помощь;https://data.mos.ru/apiproxy/opendata/7707089084-skoraya-i-neotlojnaya-meditsinskaya-pomoshch/meta.csv;csv;Активный;516;
142;7704253064-Employmentcenters;Центры занятости населения;https://data.mos.ru/apiproxy/opendata/7704253064-tsentry-zanyatosti-naseleniya/meta.csv;csv;Активный;610;
143;7707089084-Traffickinginnarcoticdrugs;Реестр лицензий на деятельность по обороту наркотических средств, психотропных веществ и их прекурсоров, культивированию наркосодержащих растений, выданных органами исполнительной власти субъектов Российской Федерации, осуществляющими переданные полномочия Российской Федерации в области охраны здоровья граждан;https://data.mos.ru/apiproxy/opendata/7707089084-reestr-litsenziy-na-deyatelnost-po-oborotu-narkoticheskih-sredstv-psihotropnyh-veshchestv-i-ih-prekursorov-kultivirovaniyu-narkosoderjashchih-rasteniy-vydannyh-departamentom-zdravoohraneniya-goroda-moskvy/meta.csv;csv;Активный;1185;
144;7708308010-Venuesforbeachsports;Площадки для пляжных видов спорта;https://data.mos.ru/apiproxy/opendata/7708308010-ploshchadki-dlya-plyajnyh-vidov-sporta/meta.csv;csv;Активный;884;
145;7708308010-Rockclimbingwallsopen;Скалодромы открытые;https://data.mos.ru/apiproxy/opendata/7708308010-skalodromy-otkrytye/meta.csv;csv;Активный;1388;
146;7709083955-SubdivisionsOATI;Структурные подразделения Объединения административно-технических инспекций города Москвы;https://data.mos.ru/apiproxy/opendata/7709083955-strukturnye-podrazdeleniya-oati-goroda-moskvy/meta.csv;csv;Активный;1561;
147;7709083955-RezultatyvedomstvennogokontrolyaOATI;Результаты ведомственного контроля Объединением административно-технических инспекций города Москвы за отчётный год;https://data.mos.ru/apiproxy/opendata/7709083955-rezultaty-vedomstvennogo-kontrolya-obedineniem-administrativno-tehnicheskih-inspektsiy-goroda-moskvy-za-otchetniy-god/meta.csv;csv;Активный;61301;
148;7708308010-Otkrytyyreestrtrenerovispetsialistov;Открытый реестр тренеров и специалистов (в том числе педагогов дополнительного образования по дополнительным общеразвивающим программам) в области физической культуры и спорта города Москвы;https://data.mos.ru/apiproxy/opendata/7708308010-otkrytiy-reestr-trenerov-i-spetsialistov/meta.csv;csv;Активный;61321;
149;7710878000-Placesforrecreation;(Архив) Места для активного отдыха;https://data.mos.ru/apiproxy/opendata/7710878000-mesta-dlya-aktivnogo-otdyha/meta.csv;csv;Архивный;1469;
150;7710723399-replacementelevators2014;(Архив) План замены лифтов в жилых домах в 2014 году;https://data.mos.ru/apiproxy/opendata/7710723399-plan-zameny-liftov-v-jilyh-domah-v-2014-godu/meta.csv;csv;Архивный;1539;
151;7705021556-culturesafeboundary;Границы зон охраны объектов культурного наследия;https://data.mos.ru/apiproxy/opendata/7705021556-granitsy-zon-ohrany-obektov-kulturnogo-naslediya/meta.csv;csv;Активный;613;
152;7707089084-Dairyspecialties;Молочные кухни;https://data.mos.ru/apiproxy/opendata/7707089084-molochnye-kuhni/meta.csv;csv;Активный;512;
153;7710878000-Moscowkeymarketplaces;Перечень адресов ключевых торговых площадок города Москвы;https://data.mos.ru/apiproxy/opendata/7710878000-perechen-adresov-klyuchevyh-torgovyh-ploshchadok-goroda-moskvy/meta.csv;csv;Активный;1261;
154;7704782036-214FZ;(Архив) Реестр объектов, возводимых в рамках 214-ФЗ;https://data.mos.ru/apiproxy/opendata/7704782036-reestr-obektov-vozvodimyh-v-ramkah-214-fz/meta.csv;csv;Архивный;1622;
155;7704786030-TaxiParking;Парковки такси;https://data.mos.ru/apiproxy/opendata/7704786030-parkovki-taksi/meta.csv;csv;Активный;621;
156;7704776297-DesignatedstartFirework;(Архив) Места проведения артиллерийских салютов и фейерверков в День Победы 9 мая;https://data.mos.ru/apiproxy/opendata/7704776297-mesta-provedeniya-artilleriyskih-salyutov-i-feyerverkov-v-den-pobedy-9-maya/meta.csv;csv;Архивный;1346;
157;7704221753-PersonaDirectionMospriroda;Справочник персоналий: Департамент природопользования и охраны окружающей среды города Москвы;https://data.mos.ru/apiproxy/opendata/7704221753-spravochnik-personaliy-departament-prirodopolzovaniya-i-ohrany-okrujayushchey-sredy-goroda-moskvy/meta.csv;csv;Активный;2122;
158;7710881420-funeral;Гарантированный перечень услуг по погребению на безвозмездной основе;https://data.mos.ru/apiproxy/opendata/7710881420-garantirovanniy-perechen-uslug-po-pogrebeniyu/meta.csv;csv;Активный;921;
159;7719028495-SanitationandForestSchool;(Архив) Санаторно-лесная школа;https://data.mos.ru/apiproxy/opendata/7719028495-sanatorno-lesnaya-shkola/meta.csv;csv;Архивный;560;
160;7710723399-longhighway2014;(Архив) План работ по благоустройству территории вдоль вылетных магистралей в 2014 году;https://data.mos.ru/apiproxy/opendata/7710723399-plan-rabot-po-blagoustroystvu-territorii-vdol-vyletnyh-magistraley-v-2014-godu/meta.csv;csv;Архивный;1536;
161;7710881420-RetailMarkets;Розничные рынки;https://data.mos.ru/apiproxy/opendata/7710881420-roznichnye-rynki/meta.csv;csv;Активный;654;
162;7710878000-Postoffice;(Архив) Отделения почтовой связи;https://data.mos.ru/apiproxy/opendata/7710878000-otdeleniya-pochtovoy-svyazi/meta.csv;csv;Архивный;1095;
163;7710152113-Moskovskiyreestruchastnikovineuchastnikovbyudzhetnogoprotsessa;Московский реестр участников и неучастников бюджетного процесса;https://data.mos.ru/apiproxy/opendata/7710152113-moskovskiy-reestr-uchastnikov-i-neuchastnikov-byudjetnogo-protsessa/meta.csv;csv;Активный;62421;
164;7709083955-SubdivisionsGostekhnadzor;Структурные подразделения Гостехнадзора города Москвы;https://data.mos.ru/apiproxy/opendata/7709083955-strukturnye-podrazdeleniya-gostehnadzora-goroda-moskvy/meta.csv;csv;Активный;1562;
165;7702155262-BooksRanking2014;(Архив) Рейтинг книг, пользовавшихся наибольшим спросом у читателей библиотек в 2014 году;https://data.mos.ru/apiproxy/opendata/7702155262-reyting-knig-polzovavshihsya-naibolshim-sprosom-u-chitateley-bibliotek-v-2014-godu/meta.csv;csv;Архивный;2342;
166;7710878000-Registerdrivewaycameras;Реестр камер подъездного видеонаблюдения;https://data.mos.ru/apiproxy/opendata/7710878000-reestr-kamer-podezdnogo-videonablyudeniya/meta.csv;csv;Активный;1500;
